index,sm1,sm2,sm3,sm4,sm5
skl*ad,5,0,0,5,0
skl*at,11,5,5,11,4
skl*o,21,40,40,21,38
skl*on,25,6,6,25,6
skl6,24,29,29,29,18
skl@,0,5,5,5,0
skl@m,0,2,2,2,0
sklu,0,1,1,1,0
skly,0,1,1,1,0
sklyj,0,2,2,2,0
skn*a,1,1,1,0,0
skn*om,1,1,1,0,0
skn*u,0,1,1,0,0
skn*uT,2,2,2,0,0
skn*uf,1,0,0,0,0
skn*ul,1,1,1,0,0
sknu,0,2,2,0,0
skr*a,7,11,11,8,2
skr*aj,3,0,0,3,0
skr*as,1,0,0,0,0
skr*o,13,47,47,47,41
skr*oS,1,1,1,1,1
skr*oj,1,1,1,1,0
skr*om,32,0,0,0,0
skr*ov,2,0,0,0,0
skr*u,10,11,11,10,3
skr*ut,1,0,0,1,0
skr*y,52,61,65,54,34
skr*yT,12,12,12,12,2
skr*yf,2,0,0,0,0
skr*yl,9,9,5,9,4
skr*yt,9,2,2,9,1
skr6,6,8,8,8,3
skr@,1,3,3,3,0
skru,6,7,7,7,6
skry,55,59,59,59,43
sksk@,0,1,1,0,0
sku,291,325,279,365,34
sku4,0,0,0,3,0
skuL,0,15,0,6,9
skuLp,0,0,0,9,0
skul,0,1,1,1,0
skup,0,0,0,2,0
skur,0,0,0,1,0
skurs,1,0,0,1,0
skus,0,0,0,1,0
skut,0,0,0,1,0
skv*a,43,43,43,43,4
skv*oS,32,32,32,32,28
skv*oj,6,6,6,6,0
skv*u,29,29,29,29,0
skv*y,41,41,41,41,0
skv6,11,10,11,10,7
skv6r,0,1,0,0,1
skv6z,0,0,0,1,0
skv@,10,8,10,5,5
skv@r,0,2,0,0,0
skv@z,0,0,0,5,0
sl*a,289,375,389,341,370
sl*aS,12,12,12,12,12
sl*aT,6,6,6,6,6
sl*af,22,11,11,11,11
sl*afs,0,0,0,0,5
sl*al,6,6,5,6,6
sl*am,11,11,2,5,2
sl*ams,0,0,0,0,9
sl*an,7,4,0,7,3
sl*ans,0,0,0,0,1
sl*ap,1,1,1,1,1
sl*at,37,0,0,37,0
sl*av,35,0,0,0,0
sl*avL,1,1,1,1,1
sl*o,443,676,676,673,670
sl*o5,124,0,0,0,0
sl*oS,5,5,5,5,5
sl*of,49,45,45,45,45
sl*ofs,0,0,0,0,4
sl*oj,12,10,10,12,12
sl*ok,1,1,1,1,1
sl*om,10,10,10,10,10
sl*on,3,3,3,3,3
sl*ot,2,1,1,2,1
sl*ov,102,0,0,0,0
sl*u,564,637,637,658,579
sl*u5,58,0,0,1,58
sl*u7,15,0,0,15,0
sl*u7p,6,6,6,6,6
sl*uk,19,19,19,19,19
sl*ux,10,10,10,10,10
sl*y,186,210,210,189,208
sl*y7,27,4,4,25,6
sl*yT,1,1,1,1,1
sl*yf,1,0,0,0,0
sl*yl,1,1,1,1,1
sl6,578,578,578,575,558
sl65,0,0,0,0,18
sl6s,0,0,0,2,1
sl6t,0,0,0,2,0
sl6v,0,0,0,1,1
sl@,70,70,70,69,70
sl@T,3,3,3,3,3
sl@f,6,6,6,6,6
sl@j,7,7,7,7,7
sl@m,16,16,16,16,16
sl@n,3,3,3,3,3
sl@t,0,0,0,1,0
sl@x,9,9,9,9,9
slu,295,295,295,299,294
slu5,0,0,0,0,1
sly,35,35,35,34,35
sly7,0,0,0,1,0
slyj,10,10,10,10,10
slym,7,7,7,7,7
slyx,19,19,19,19,19
sm*a,111,116,118,115,112
sm*a4,1,0,0,1,0
sm*a7,1,0,0,0,1
sm*an,1,1,1,1,1
sm*ar,2,2,0,2,2
sm*as,3,0,0,0,3
sm*e,17,17,17,17,17
sm*en,6,6,6,6,6
sm*o,174,174,178,177,176
sm*ok,17,17,17,17,17
sm*ol,3,3,0,3,3
sm*olk,1,1,1,1,1
sm*or,1,1,0,1,1
sm*otr,9,9,9,9,9
sm*u,6,30,30,6,30
sm*ugl,1,1,1,1,1
sm*ut,24,0,0,24,0
sm*y,109,111,111,33,110
sm*y4,1,0,0,1,1
sm*ys,0,0,0,76,0
sm*ysl,29,29,29,29,29
sm*yt,1,0,0,1,0
sm6,420,410,422,415,410
sm6l,0,5,0,5,5
sm6n,0,4,0,0,4
sm6r,0,3,0,2,2
sm6r4,0,0,0,1,1
sm@,25,35,37,34,34
sm@S,0,0,0,0,1
sm@k,0,0,0,1,0
sm@r,0,2,0,2,2
sm@rk,0,1,1,1,1
sm@s,0,12,12,12,12
smr*at,1,1,1,1,1
smu,42,46,46,43,43
smur,0,0,0,3,3
smy,25,25,25,21,25
smys,0,0,0,4,0
sn*a,44,62,62,46,55
sn*aS,2,0,0,0,2
sn*aST,1,1,1,1,1
sn*ad,11,0,0,11,0
sn*aj,4,0,0,4,4
sn*as,1,0,0,0,1
sn*ast,0,0,0,1,0
sn*ax,4,4,4,4,4
sn*e,0,3,0,3,3
sn*o,195,211,211,211,210
sn*of,5,5,5,5,5
sn*oj,44,45,45,45,45
sn*om,7,7,7,7,7
sn*op,2,2,2,2,2
sn*os,7,1,1,1,2
sn*ov,10,0,0,0,0
sn*u,42,61,77,54,57
sn*u7,4,0,0,0,4
sn*uT,10,10,10,10,10
sn*uf,8,0,0,0,0
sn*ul,25,25,9,25,25
sn*ut,7,0,0,7,0
sn*y,30,31,31,31,31
sn*yT,1,1,1,1,1
sn*ym,5,5,5,5,5
sn*yx,11,11,11,11,11
sn6,464,882,882,867,881
sn6b,0,0,0,13,0
sn6s,0,0,0,1,1
sn6t,0,0,0,1,0
sn@,51,456,454,452,327
sn@S,0,0,0,0,129
sn@ST,3,40,40,40,40
sn@b,0,0,0,2,0
sn@g,0,0,0,2,0
sn@j,12,125,123,125,125
sn@m,6,42,42,42,42
snu,7,55,56,55,55
snuS,0,1,1,1,1
snuT,2,7,7,7,7
snul,1,9,8,9,9
snut,0,2,2,2,2
sny,14,267,267,267,267
snyj,19,150,149,150,150
snym,11,108,108,108,108
snyx,6,126,123,126,126
sp*a,53,76,95,63,18
sp*a4,2,0,0,2,0
sp*a7,1,0,0,0,0
sp*aL,7,0,0,0,7
sp*aN,0,0,0,5,0
sp*aT,27,27,27,27,24
sp*af,1,0,0,0,0
sp*al,18,18,17,18,15
sp*an,18,18,0,17,0
sp*as,5,4,4,4,4
sp*ast,0,0,0,1,0
sp*at,7,5,5,7,3
sp*ax,6,0,0,6,0
sp*az,3,0,0,3,0
sp*azm,1,1,1,1,1
sp*o,148,210,467,220,130
sp*o4,1,0,0,1,0
sp*oL,217,217,0,217,0
sp*oT,9,9,9,9,0
sp*od,13,0,0,7,0
sp*oj,1,1,1,1,1
sp*ol,29,0,0,0,0
sp*ols,1,1,1,1,1
sp*or,70,52,12,34,47
sp*ort,3,3,3,3,3
sp*ot,5,4,4,5,0
sp*u,78,104,104,86,24
sp*uS,4,0,0,0,2
sp*ud,0,0,0,1,0
sp*ug,2,0,0,0,0
sp*uk,1,1,1,1,0
sp*usk,1,1,1,1,1
sp*ut,17,0,0,17,0
sp*ux,3,0,0,1,0
sp*y,51,51,51,51,0
sp6,922,812,911,875,373
sp6d,0,0,0,2,0
sp6l,0,14,0,16,5
sp6n,0,34,0,0,4
sp6r,0,56,0,0,50
sp6rt,4,0,0,10,0
sp6rts,0,0,0,14,0
sp6s,0,0,0,24,16
sp6x,0,0,0,12,0
sp@,211,222,232,238,14
sp@j,0,1,1,1,0
sp@l,0,1,0,1,0
sp@r,0,38,0,0,2
sp@rt,4,6,2,24,0
sp@t,0,0,0,5,0
spL*e,3,9,9,3,8
spL*et,6,0,0,6,0
spL*i,2,2,2,2,2
spL*in,1,1,1,1,1
spL*o,0,1,1,0,1
spL*ol,1,1,1,1,1
spL*ot,1,0,0,1,0
spL*u,5,7,7,7,7
spL*us,2,0,0,0,0
spLi,11,11,11,11,10
spR*a,30,30,30,30,29
spR*esmp,0,0,0,1,0
spR*i,11,11,16,11,0
spR*iN,5,5,0,5,5
spR*int,1,1,1,1,1
spRi,167,171,172,171,0
spRij,0,1,1,1,0
spRin,0,1,0,1,0
spRis,0,0,0,1,0
spl*a,20,49,49,23,8
spl*af,1,1,1,1,1
spl*as,3,0,0,0,0
spl*at,25,0,0,25,0
spl*av,1,0,0,1,1
spl*o,5,9,9,5,0
spl*o7,9,9,9,9,9
spl*od,2,0,0,2,0
spl*ot,2,0,0,2,0
spl*ox,3,3,3,3,0
spl*y,0,4,4,1,0
spl*yf,1,0,0,0,0
spl*yv,3,0,0,3,0
spl6,32,32,32,15,27
spl67,0,0,0,17,0
splu,0,0,0,20,0
sply,7,7,7,7,1
spr*a,154,175,175,175,126
spr*af,16,0,0,0,16
spr*av,5,0,0,0,0
spr*o,22,22,22,22,19
spr*om,2,2,2,2,0
spr*os,10,10,10,10,10
spr*y,0,5,5,5,5
spr*yg,5,0,0,0,0
spr6,140,140,140,134,104
spr6s,0,0,0,6,0
spr@,156,156,156,158,40
spu,111,114,114,52,0
spus,0,0,0,62,71
sput,0,2,2,2,0
spy,45,46,46,46,0
sr*a,99,117,117,117,117
sr*am,2,2,2,2,2
sr*av,18,0,0,0,0
sr*o,33,60,60,29,60
sr*o4,27,0,0,18,0
sr*ok,35,35,35,35,35
sr*u,1,1,1,1,1
sr*y,6,6,6,6,6
sr*yf,2,2,2,2,2
sr6,111,111,111,108,111
sru,2,2,2,2,2
sry,9,9,9,9,9
ss*a,24,32,33,32,24
ss*a7,6,6,6,6,6
ss*aL,8,0,0,0,8
ss*an,1,1,0,0,1
ss*and,0,0,0,1,0
ss*ans,1,1,1,1,1
ss*e,12,12,12,12,12
ss*o,30,42,43,38,35
ss*oL,2,0,0,0,2
ss*oR,1,1,0,1,1
ss*of,1,0,0,0,1
ss*ol,2,2,2,2,2
ss*on,4,0,0,5,0
ss*op,1,1,1,1,1
ss*or,1,1,1,1,1
ss*ox,1,0,0,0,0
ss*oz,4,0,0,0,4
ss*u,7,9,9,7,9
ss*ud,2,0,0,2,0
ss*ut,1,1,1,1,1
ss*y,6,7,22,6,7
ss*yb,1,0,0,1,0
ss*yl,15,15,0,15,15
ss6,58,145,147,145,141
ss6m,0,2,0,2,2
ss6z,0,0,0,0,4
ss@,37,102,111,108,99
ss@f,0,28,28,28,28
ss@j,0,11,11,11,11
ss@m,0,23,23,23,23
ss@r,0,27,18,19,26
ss@rs,0,0,0,0,1
ss@t,0,0,0,2,0
ss@x,0,11,11,11,11
ss@z,0,0,0,0,3
ssu,54,85,85,85,51
ssu5,0,0,0,0,34
ssy,18,68,68,68,68
ssyP,0,1,1,1,1
st*a,1665,1899,2097,2055,665
st*a4,1,0,0,1,1
st*a7,7,5,5,5,5
st*aF,9,4,4,26,1
st*aL,13,4,3,3,3
st*aN,5,5,5,5,2
st*aT,78,80,78,82,57
st*af,151,48,48,49,34
st*aj,5,0,0,5,5
st*ak,1,0,0,0,0
st*akt,0,0,0,1,0
st*al,197,197,143,201,110
st*am,11,11,11,11,0
st*an,62,64,1,70,22
st*ant,0,0,0,1,0
st*ap,2,0,0,3,0
st*ar,109,94,1,23,88
st*art,5,6,5,5,5
st*as,2,1,1,1,1
st*at,60,2,2,60,0
st*av,15,0,0,0,0
st*ax,47,47,47,47,0
st*e,8,8,8,8,0
st*o,676,951,1086,715,313
st*o4,133,0,0,133,0
st*o7,1,0,0,1,0
st*oL,157,154,59,150,113
st*of,22,15,15,15,0
st*oj,156,56,51,162,23
st*ok,23,23,23,23,2
st*ol,35,35,28,28,33
st*olp,2,2,2,2,2
st*om,25,27,26,27,0
st*on,8,8,3,8,2
st*op,9,2,2,11,2
st*or,48,38,4,35,0
st*ork,4,4,4,4,0
st*os,2,2,2,2,0
st*ot,3,1,1,3,0
st*ov,1,0,0,0,0
st*u,139,239,253,146,50
st*u7,2,0,0,0,0
st*uL,3,15,0,3,3
st*ud,3,0,0,2,0
st*uk,9,2,2,9,2
st*ul,8,8,8,8,8
st*un,1,1,1,1,0
st*up,97,0,0,103,0
st*ur,1,1,0,0,0
st*ut,12,12,12,12,0
st*ux,3,3,3,3,0
st*y,78,122,127,87,25
st*y7,2,0,0,0,0
st*yN,1,1,1,1,0
st*yR,5,5,5,5,0
st*yT,3,3,3,3,0
st*yd,28,0,0,28,0
st*yf,9,2,2,2,0
st*yl,5,5,5,5,0
st*ym,18,18,18,18,0
st*yn,4,0,0,4,0
st*yr,8,5,0,8,0
st*yt,4,4,4,4,4
st*yx,18,18,18,18,0
st6,3040,3544,3631,4117,897
st64,0,0,0,1,0
st6L,0,3,0,0,15
st6R,0,1,0,0,0
st6l,0,41,0,10,33
st6lb,0,0,0,2,0
st6lk,0,0,0,20,0
st6ls,0,0,0,1,0
st6n,0,51,0,1,42
st6p,0,0,0,3,0
st6r,0,11,0,5,3
st6v,0,0,0,9,0
st@,647,827,860,806,317
st@4,0,0,0,21,0
st@L,0,2,1,2,0
st@N,0,1,1,1,0
st@ST,0,3,3,3,0
st@T,0,1,1,1,0
st@f,11,148,148,148,0
st@j,12,55,53,55,0
st@k,0,23,23,23,0
st@l,1,34,5,19,15
st@lk,0,0,0,14,0
st@m,22,96,96,96,0
st@n,0,4,0,2,2
st@r,0,15,3,4,11
st@s,0,0,0,0,1
st@t,0,0,0,4,0
st@ts,0,0,0,2,0
st@v,0,0,0,9,0
st@x,7,6,5,6,0
stK*e,1,1,1,0,0
stK*i,6,6,6,0,0
stKi,1,73,72,0,0
stKij,0,10,10,0,0
stKim,0,1,1,0,0
stKix,0,2,2,0,0
stMi,0,1,1,0,0
stR*a,12,13,13,12,2
stR*aj,1,0,0,1,0
stR*al,2,2,2,2,0
stR*e,70,79,89,82,16
stR*eL,5,3,1,3,2
stR*eT,1,1,1,1,0
stR*ej,2,2,2,2,0
stR*el,11,11,3,12,8
stR*es,10,3,3,4,3
stR*i,55,101,63,101,7
stR*i4,1,0,0,1,0
stR*i7,6,0,0,0,6
stR*iT,2,2,2,2,0
stR*ik,1,1,1,1,0
stR*il,2,2,2,2,0
stR*it,2,1,1,2,0
stR*o,3,5,8,6,0
stR*on,5,3,0,2,0
stR*u,13,13,15,13,0
stR*uL,3,3,1,3,0
stRi,206,213,227,229,136
stRiL,0,6,0,1,8
stRiN,0,5,0,5,0
stRil,0,8,4,8,4
stRip,0,1,1,2,0
stRix,0,0,0,1,0
stV*e,7,23,7,0,0
stV*i,35,35,35,0,0
stV*iT,12,12,12,0,0
stVi,1689,1237,718,0,0
stVij,51,7,5,0,0
stVin,1,7,2,0,0
ste,9,9,9,9,1
stk*a,4,4,4,0,0
stk*am,1,1,1,0,0
stk*ax,1,1,1,0,0
stk*o,13,13,13,0,0
stk*of,1,1,1,0,0
stk6,0,41,41,0,0
stk@,0,19,19,0,0
stk@ST,0,2,2,0,0
stk@f,0,10,10,0,0
stk@j,0,10,10,0,0
stk@m,0,7,7,0,0
stk@x,0,7,7,0,0
stku,0,22,22,0,0
stm*a,0,5,5,0,0
stm*as,6,1,1,0,0
stn*a,1,1,1,0,0
str*a,240,537,622,286,289
str*a5,1,0,0,0,0
str*a7,102,1,1,102,1
str*aS,19,0,0,0,15
str*aST,7,7,7,7,7
str*ad,5,0,0,5,0
str*ak,0,0,0,5,0
str*akt,0,0,0,4,0
str*am,1,1,1,2,0
str*an,280,131,38,249,38
str*ans,0,0,0,0,6
str*anst,0,0,0,28,0
str*anstf,1,1,1,1,0
str*as,14,0,0,1,0
str*ax,17,17,17,17,17
str*o,386,487,487,391,172
str*o4,10,0,0,13,10
str*oL,1,0,0,0,0
str*of,2,2,2,2,0
str*oj,106,16,16,103,26
str*ojst,0,0,0,3,0
str*ojstf,2,2,2,2,0
str*ok,8,8,8,8,8
str*om,2,2,2,2,0
str*u,15,72,26,17,7
str*u7,2,0,0,0,2
str*ug,0,0,0,38,0
str*uj,10,1,1,10,10
str*uk,0,0,0,8,0
str*un,3,3,3,3,3
str*y,6,6,6,6,0
str6,791,909,904,912,428
str64,0,0,0,1,1
str67,0,0,0,4,0
str6j,0,0,0,1,1
str6p,0,0,0,1,0
str6s,0,0,0,6,4
str@,94,148,147,148,56
str@f,1,23,22,23,0
str@j,0,7,7,10,3
str@m,1,18,17,18,0
str@s,0,0,0,0,1
stru,121,193,132,74,115
struk,0,0,0,118,0
strux,0,0,0,1,0
stry,0,28,28,28,0
stryj,0,5,5,5,0
strym,0,12,12,12,0
stryx,0,4,4,4,0
sts*e,3,3,3,0,0
sts6,1,18,18,0,0
stu,571,675,668,609,138
stuL,0,1,0,1,1
stuP,0,1,1,1,0
stuk,6,6,0,6,0
stup,0,17,17,120,0
stut,3,3,3,3,0
stv*a,38,71,38,79,0
stv*am,1,1,1,1,0
stv*o,32,97,40,99,2
stv*oL,3,0,0,0,0
stv*oj,1,1,1,1,0
stv*ol,5,5,5,5,5
stv*om,8,15,8,15,0
stv*or,7,7,2,7,6
stv*u,94,97,94,97,0
stv*uj,1,1,1,1,0
stv*y,4,4,4,4,0
stv6,1270,1278,642,1698,14
stv@,195,227,154,368,0
stv@j,0,2,2,2,0
stv@m,154,171,74,244,0
stv@x,26,31,8,44,0
stvu,351,254,159,529,0
stvuj,1,8,7,13,0
stvy,1,1,0,1,0
sty,75,228,220,225,19
styR,0,2,2,2,0
styd,0,0,0,3,0
styj,13,42,39,42,0
stym,5,12,11,12,0
styx,8,25,22,25,0
su,1380,1332,1333,1201,1276
su4,0,0,0,1,1
su5,0,0,0,0,33
su7,0,0,0,1,0
suD,0,0,0,75,0
suL,0,30,0,14,42
suLs,0,0,0,0,1
suR,0,0,0,2,2
sub,0,0,0,34,0
suk,0,0,0,2,0
sul,2,8,0,6,8
sum,0,2,0,0,2
sun,0,5,0,0,5
sup,0,0,0,9,0
sur,0,1,0,1,1
sus,2,0,0,1,7
sut,2,2,2,2,2
sv*a,41,63,75,41,63
sv*aD,22,0,0,22,0
sv*al,12,12,0,12,12
sv*o,57,113,116,57,66
sv*od,1,0,0,1,0
sv*oj,160,113,113,147,113
sv*ojs,0,0,0,0,47
sv*ojst,0,0,0,13,0
sv*ojstf,3,3,3,3,3
sv*or,3,3,0,3,3
sv*ort,1,1,1,1,1
sv*ot,9,1,1,9,1
sv*y,19,19,19,19,19
sv6,1051,1050,1051,1048,1048
sv6j,0,0,0,1,0
sv6js,0,0,0,0,1
sv6r,0,1,0,2,2
sv@,254,254,254,254,254
svy,3,3,3,3,3
sx*a,2,3,3,3,2
sx*aL,1,0,0,0,1
sx*o,154,215,215,156,198
sx*od,55,0,0,53,0
sx*ods,0,0,0,0,17
sx*odst,0,0,0,2,0
sx*ot,14,10,10,14,10
sx*oz,2,0,0,0,0
sx6,193,193,193,193,158
sx65,0,0,0,0,35
sx@,8,8,8,8,8
sxL*a,1,1,1,1,1
sxLi,1,1,1,1,0
sxLis,0,0,0,0,1
sxr6,1,1,1,0,1
sxu,1,1,1,1,1
sxv*a,4,13,13,4,13
sxv*at,11,2,2,11,2
sxv6,25,25,25,25,25
sy,632,556,534,559,577
syP,3,2,2,2,2
syR,0,22,0,0,0
syj,9,9,9,9,9
syl,0,1,0,1,1
sym,3,3,3,3,3
syn,0,3,0,0,3
syp,0,0,0,2,0
syr,0,1,0,1,1
sys,0,0,0,0,2
syx,3,3,3,3,3
syz,0,0,0,1,0
t*a,1571,2435,2127,1928,3416
t*a4,7,0,0,7,7
t*a5,2,0,0,0,0
t*a7,7,10,6,7,12
t*aF,0,0,0,0,8
t*aL,35,19,9,9,103
t*aN,0,2,0,0,5
t*aR,16,19,16,16,19
t*aS,0,0,0,0,6
t*aT,143,148,143,151,174
t*abl,2,2,2,2,2
t*af,25,10,10,10,74
t*ag,140,0,0,140,0
t*aj,141,22,22,149,120
t*ajm,2,2,2,2,2
t*ajms,3,3,3,3,3
t*ajn,2,2,2,2,2
t*ajp,1,1,1,2,1
t*ajs,0,0,0,0,30
t*ak,323,313,311,323,313
t*akL,0,0,0,13,0
t*akt,2,9,2,2,9
t*al,149,159,96,175,251
t*am,159,161,152,155,175
t*an,95,103,19,81,111
t*ank,1,1,1,1,1
t*ans,0,0,0,0,39
t*ant,2,3,2,3,3
t*ap,25,16,16,26,19
t*ar,46,14,2,45,75
t*ar7,1,1,1,1,1
t*ars,0,0,0,0,5
t*art,0,0,0,0,1
t*as,12,5,5,5,15
t*ast,0,2,0,0,2
t*at,57,45,13,96,47
t*ax,1,8,1,4,59
t*e,66,104,92,75,104
t*e7,0,1,0,0,1
t*eL,4,4,4,4,5
t*ej,0,0,0,2,3
t*ejL,0,0,0,2,0
t*ek,6,0,0,6,0
t*en,15,9,1,12,9
t*ent,0,0,0,1,0
t*er,6,0,0,6,7
t*es,4,4,4,4,4
t*o,2507,2974,3371,2891,3385
t*o4,257,0,0,259,112
t*o7,4,0,0,4,17
t*oF,3,1,1,3,1
t*oL,285,285,1,285,329
t*oM,1,1,1,1,1
t*oN,3,3,0,2,3
t*oS,2,0,0,0,2
t*ob,1,0,0,1,0
t*of,110,60,52,53,146
t*ofs,0,0,0,0,3
t*oj,127,130,127,130,271
t*ok,44,45,44,45,66
t*ol,71,72,0,71,41
t*olS,0,0,0,0,2
t*olk,2,2,2,2,2
t*ols,0,0,0,0,31
t*om,456,455,423,444,473
t*oms,0,0,0,0,10
t*omsk,3,3,3,3,3
t*omst,0,0,0,4,0
t*on,111,108,23,45,111
t*ons,0,0,0,0,4
t*op,9,0,0,23,0
t*or,35,26,11,30,92
t*orf,1,1,1,1,1
t*ork,3,4,3,3,8
t*ors,0,0,0,0,1
t*ort,3,3,3,3,3
t*os,2,0,0,0,4
t*ost,1,1,1,1,1
t*ot,106,106,106,106,107
t*otk,1,1,1,1,1
t*ov,27,0,0,2,2
t*u,468,734,579,750,810
t*u4,2,2,2,2,2
t*u5,1,0,0,0,0
t*u7,7,1,1,1,14
t*uL,1,1,0,1,0
t*uLs,0,0,0,0,1
t*uR,0,1,0,0,0
t*ul,2,2,0,2,2
t*um,5,5,0,0,5
t*ump,1,1,1,1,1
t*un,4,2,0,4,3
t*ur,63,35,8,163,137
t*urk,4,4,4,4,4
t*us,18,0,0,0,18
t*ut,151,132,132,151,144
t*ux,3,2,2,2,5
t*y,398,430,471,415,514
t*y3,3,1,1,3,1
t*y4,2,0,0,2,2
t*y7,3,1,1,2,4
t*y7s,0,0,0,0,1
t*yL,4,2,2,2,4
t*yN,2,2,2,2,3
t*yR,0,0,0,0,5
t*yT,0,0,0,0,3
t*yds,0,0,0,0,1
t*yf,0,0,0,0,2
t*yk,3,1,1,1,1
t*yl,57,57,2,57,62
t*ym,8,8,8,8,26
t*yr,4,2,1,4,6
t*yrs,0,0,0,0,6
t*ys,27,22,22,22,27
t*yx,13,13,13,13,31
t2Vi,2,2,2,0,2
t6,7012,5860,5646,5929,8683
t64,0,0,0,42,2
t64v,0,0,0,2,2
t65,0,0,0,0,2
t67,0,0,0,4,0
t6L,0,35,0,0,103
t6b,0,0,0,1,0
t6d,0,0,0,1,0
t6f,10,10,3,3,10
t6fs,0,0,0,0,1
t6j,154,154,154,177,177
t6k,5,5,5,5,5
t6l,0,131,0,110,116
t6l4,0,0,0,6,6
t6lk,0,0,0,25,0
t6ls,0,0,0,3,18
t6m,283,284,279,281,284
t6n,0,25,0,21,34
t6p,0,0,0,11,0
t6r,2,160,0,124,170
t6r4,0,0,0,1,1
t6s,0,0,0,3,89
t6t,179,179,179,179,179
t6v,0,0,0,1,0
t6x,1,1,0,1,3
t7*a,3,4,4,4,4
t7*af,1,0,0,0,0
t7*al,1,1,1,1,1
t7*e,5,29,29,16,6
t7*eL,2,0,0,0,2
t7*ef,1,0,0,1,0
t7*es,21,0,0,0,21
t7*est,0,0,0,12,0
t7*u,1,1,1,1,1
t7*y,6,7,7,6,7
t7*yp,1,0,0,1,0
t7@,1,44,44,44,44
t7@j,4,13,13,13,13
t7@m,0,6,6,6,6
t7@r,1,1,0,1,1
t7Li,1,1,1,0,1
t7i,6,25,25,24,25
t7ij,2,23,23,23,23
t7im,0,11,11,11,11
t7it,0,1,1,2,1
t7ix,3,26,26,26,26
t7t*a,0,1,1,0,1
t7t*an,1,0,0,0,0
t7tu,1,1,1,0,1
t7u,5,7,7,7,7
t7v*y,1,1,1,0,1
t7vy,1,1,1,0,0
t7vyr,0,0,0,0,1
t@,2698,2107,2017,1858,2622
t@4,0,0,0,212,77
t@5,0,0,0,0,5
t@7,2,2,2,8,2
t@L,3,7,2,7,23
t@Ls,0,0,0,0,1
t@N,1,0,0,0,1
t@S,0,0,0,0,21
t@ST,13,10,10,10,13
t@T,116,115,115,115,116
t@b,0,0,0,2,0
t@f,648,414,212,310,604
t@fs,0,0,0,0,7
t@j,252,205,175,195,271
t@js,0,0,0,0,3
t@jstf,1,1,1,1,1
t@k,123,100,91,91,123
t@l,64,98,60,99,116
t@ls,0,0,0,0,2
t@m,679,552,411,468,652
t@n,12,33,12,29,31
t@n2,0,0,0,4,4
t@p,0,0,0,1,0
t@r,207,111,55,244,147
t@rs,0,0,0,0,36
t@s,2,2,2,2,33
t@t,11,11,11,21,11
t@v,0,0,0,0,10
t@x,120,103,79,97,111
tF*e,0,11,0,0,11
tF*eL,0,7,0,0,7
tF*i,0,3,0,0,0
tF*iL,0,0,0,0,3
tF*iLm,0,1,0,0,1
tK*e,8,9,8,0,10
tK*i,37,40,40,0,46
tKi,109,529,513,0,602
tKij,10,26,26,0,36
tKim,1,13,13,0,14
tKix,2,19,19,0,21
tL*a,11,12,11,0,12
tL*ar,1,1,1,0,1
tL*e,62,63,64,6,63
tL*el,1,1,0,0,1
tL*et,3,2,2,0,2
tL*i,73,127,127,2,127
tL*i4,54,0,0,0,0
tL*iT,1,1,1,0,1
tL*if,2,3,2,0,3
tL*in,1,1,1,0,1
tL*o,0,4,4,0,4
tL*oj,1,1,1,0,1
tL*on,5,1,1,0,1
tL*u,1,1,1,0,1
tLM*e,0,1,0,0,1
tLM*en,0,4,0,0,2
tLM*ens,0,0,0,0,2
tLi,186,187,160,0,184
tLiN,0,2,0,0,2
tLij,0,0,0,0,3
tLir,2,2,2,0,2
tM*e,79,94,94,0,91
tM*ej,1,0,0,0,0
tM*ejS,0,0,0,0,1
tM*en,7,0,0,0,0
tM*es,2,0,0,0,2
tM*et,5,0,0,0,0
tM*i,4,7,7,0,7
tM*i4,3,0,0,0,0
tM*il,1,1,1,0,1
tMi,69,72,73,0,73
tMir,0,1,0,0,1
tN*a,5,12,10,0,10
tN*a7,0,0,0,0,2
tN*aT,4,4,4,0,4
tN*af,2,1,1,0,1
tN*ak,1,1,1,0,1
tN*al,1,2,1,0,2
tN*e,12,12,12,0,12
tN*ej,2,2,2,0,2
tN*i,8,18,13,0,13
tN*ik,4,4,4,0,4
tN*is,5,0,0,0,5
tN*ix,0,1,0,0,1
tN*o,1,39,5,0,39
tN*oj,1,1,1,0,1
tN*om,2,2,2,0,2
tN*on,2,0,0,0,0
tN*or,0,4,0,0,4
tN*or7,0,1,0,0,1
tN*os,4,2,2,0,2
tN*ot,1,1,1,0,1
tN*u,1,1,1,0,1
tN*uT,22,22,22,0,22
tNi,88,299,291,0,286
tNi2,0,2,2,0,2
tNi4,0,0,0,0,1
tNij,4,27,27,0,27
tNik,11,29,29,0,29
tNim,0,9,9,0,9
tNir,1,1,0,0,1
tNis,0,0,0,0,12
tNix,0,8,8,0,8
tNu,0,4,4,0,4
tP*e,2,2,2,0,2
tP*i,32,37,37,0,32
tP*is,5,0,0,0,5
tP*o,0,0,2,0,0
tP*or,2,2,0,0,2
tPi,59,74,76,0,74
tPiS,0,8,8,0,8
tPir,0,2,0,0,2
tR*a,78,95,96,79,105
tR*aj,0,0,0,0,1
tR*al,0,0,0,0,2
tR*an,1,1,0,0,1
tR*ap,16,0,0,16,0
tR*as,5,4,4,5,4
tR*at,2,2,2,2,2
tR*e,508,602,588,557,666
tR*e2,1,1,1,1,1
