index,sm1,sm2,sm3,sm4,sm5
tR*e4,3,0,0,3,0
tR*eL,0,0,0,0,3
tR*eT,82,82,82,82,83
tR*eb,29,0,0,29,0
tR*ebs,0,0,0,0,1
tR*ef,6,4,4,4,4
tR*ej,1,0,0,1,3
tR*el,60,60,57,60,63
tR*em,7,7,7,7,7
tR*ent,1,1,1,1,1
tR*ep,2,2,2,4,2
tR*es,16,3,3,3,13
tR*esk,2,2,2,2,2
tR*est,1,1,1,1,1
tR*et,7,15,0,24,15
tR*ex,45,45,45,45,45
tR*ez,22,0,0,1,0
tR*i,252,344,306,368,407
tR*i4,10,0,0,18,1
tR*i5,6,0,0,0,6
tR*iS,2,1,1,1,2
tR*iT,3,3,3,3,5
tR*id,27,0,0,27,0
tR*if,1,0,0,0,0
tR*ij,0,0,0,0,1
tR*ijs,0,0,0,0,4
tR*ik,0,0,0,0,1
tR*il,0,0,0,0,2
tR*in,0,0,0,1,0
tR*is,7,0,0,1,17
tR*ist,0,1,0,1,1
tR*it,2,1,0,3,2
tR*iz,0,0,0,1,0
tR*izm,0,1,0,1,1
tR*o,3,10,10,7,13
tR*o7,5,0,0,3,2
tR*ok,1,0,0,0,0
tR*on,0,0,0,0,3
tR*op,1,1,1,1,1
tR*ot,3,2,2,3,2
tR*u,16,16,16,16,29
tR*uL,0,0,0,0,3
tR*uS,1,1,1,1,1
tR*uk,2,2,2,2,2
tRi,827,805,765,748,882
tRi2,1,1,1,1,1
tRi4,0,0,0,1,1
tRi7,10,10,10,10,10
tRiN,0,0,0,0,5
tRiT,1,1,1,1,1
tRid,0,0,0,30,0
tRif,1,1,1,1,1
tRij,16,16,16,16,16
tRil,4,1,0,1,5
tRim,18,19,18,18,19
tRin,2,2,2,2,2
tRip,1,0,0,1,1
tRis,0,0,0,2,1
tRit,41,41,41,49,41
tRix,0,0,0,12,0
tRixs,0,0,0,0,1
tRiz,0,0,0,4,0
tRu,3,3,3,3,3
tS*e,3,3,5,0,3
tS*e4,1,1,1,0,1
tS*el,3,3,3,0,3
tS*er,2,2,0,0,2
tS*i,2,3,3,0,3
tS*it,1,0,0,0,0
tS*ok,1,1,1,0,1
tS*u,30,30,30,0,30
tSTi,7,7,7,0,7
tSi,78,81,78,0,74
tSis,0,0,0,0,7
tT*a,7,8,8,0,7
tT*a7,1,0,0,0,1
tT*e,7,11,22,0,11
tT*ek,4,0,0,0,0
tT*ekst,2,2,2,0,2
tT*en,11,11,0,0,11
tT*i,53,54,54,0,54
tT*is,1,0,0,0,0
tT*or,1,1,1,0,1
tTi,21,22,22,0,15
tTis,0,0,0,0,7
tTisk,0,1,1,0,1
tV*a,1,1,1,0,1
tV*am,1,1,1,0,1
tV*ax,1,1,1,0,1
tV*e,137,423,440,1,442
tV*e2,0,0,0,0,2
tV*eL,0,1,0,0,0
tV*eLs,0,0,0,0,1
tV*eR,1,1,1,1,1
tV*eT,1,2,1,0,2
tV*ej,2,2,2,0,5
tV*ejn,0,2,0,0,2
tV*er,24,24,0,0,19
tV*erS,0,0,0,0,5
tV*erT,2,2,2,2,2
tV*erk,9,9,9,0,9
tV*ert,1,1,1,1,1
tV*es,2,0,0,0,0
tV*et,330,53,53,0,53
tV*i,2,8,8,0,158
tV*iT,0,0,0,0,12
tV*ij,1,0,0,0,0
tV*ijs,0,0,0,0,1
tV*il,0,1,0,0,1
tV*in,3,0,0,0,0
tV*is,2,0,0,0,2
tV*it,0,1,0,0,1
tV*o,1,1,94,0,1
tV*ol,4,4,4,0,4
tV*or,93,93,0,28,93
tV*os,1,1,1,0,1
tVi,741,185,336,9,2086
tVij,5,0,0,0,49
tVin,1,0,0,0,2
tVins,0,0,0,0,5
tVir,0,159,0,4,101
tVir5,0,0,0,0,134
tVirT,0,9,9,0,9
tVirs,0,0,0,0,3
tVis,0,0,0,0,3
tXi,0,1,1,0,1
tXij,0,1,1,0,1
tbl*an7,0,2,0,0,2
te,72,66,63,33,74
teL,1,1,0,1,0
teR,0,13,0,0,0
tek,0,0,0,3,0
ten,0,28,0,21,28
tep,1,1,1,1,1
ter,3,32,2,15,47
tes,5,5,1,1,5
tf*o,0,11,11,0,0
tf*or,11,0,0,0,11
tf*orm,1,1,1,0,1
tfT*ip,1,1,1,1,1
tfku,5,5,5,0,5
tj*aT,1,1,1,0,1
tj*e,8,14,14,0,8
tj*eST,1,1,1,0,1
tj*eZ,1,0,0,0,1
tj*est,2,2,2,0,2
tj*ez,5,0,0,0,5
tj@,4,4,4,0,4
tk*a,116,122,122,22,121
tk*a2,2,0,0,2,2
tk*a4,1,1,1,1,1
tk*aN,8,8,8,8,8
tk*am,0,0,0,0,1
tk*ar,3,0,0,0,3
tk*as,11,11,11,0,11
tk*ax,8,8,8,0,9
tk*az,1,0,0,0,0
tk*o,10,15,15,0,25
tk*o5,1,0,0,0,0
tk*of,5,5,5,0,6
tk*om,18,18,18,0,18
tk*or,4,1,0,0,2
tk*orm,0,0,0,0,2
tk*u,58,59,59,0,59
tk*up,1,0,0,0,0
tk6,188,435,419,0,475
tk6m,0,1,0,0,1
tk6s,0,0,0,0,1
tk@,24,122,122,0,131
tk@S,0,0,0,0,10
tk@ST,2,14,14,0,16
tk@f,12,38,38,0,48
tk@j,15,102,99,0,112
tk@m,8,37,37,0,44
tk@n,0,1,1,0,1
tk@x,11,36,32,0,43
tkL*e,1,1,1,0,1
tkL*i,0,6,6,0,6
tkL*ik,6,0,0,0,0
tkLi,3,6,6,0,6
tkLik,0,1,1,0,1
tkLu,33,33,33,0,33
tkN*i,1,1,1,0,1
tkN*iS,1,1,1,0,1
tkN*ot,1,1,1,1,1
tkRi,7,7,7,0,7
tkl*a,23,26,26,0,26
tkl*as,1,0,0,0,0
tkl*at,2,0,0,0,0
tkl6,10,10,10,0,10
tkl@,2,2,2,0,2
tkn*u,7,13,19,12,13
tkn*uT,1,1,1,1,1
tkn*uf,5,0,0,0,0
tkn*ul,11,11,5,11,11
tkn*ut,1,0,0,1,0
tkn6,2,2,2,2,2
tknu,0,1,1,1,1
tknut,0,2,2,2,2
tkr*a,7,8,8,0,7
tkr*as,1,0,0,0,1
tkr*o,12,15,16,0,12
tkr*oj,4,1,1,0,4
tkr*om,1,1,0,0,1
tkr*y,196,206,216,0,206
tkr*yT,16,16,16,0,16
tkr*yf,10,4,4,0,4
tkr*yl,31,31,21,0,31
tkr*yt,12,8,8,0,8
tkr6,31,31,31,0,31
tkry,53,53,53,0,53
tku,38,195,189,0,217
tkup,0,2,2,0,2
tl*a,21,22,23,0,22
tl*an,1,1,0,0,0
tl*ans,0,0,0,0,1
tl*as,1,0,0,0,0
tl*o,14,17,17,0,16
tl*o5,2,0,0,0,0
tl*o7,1,0,0,0,1
tl*of,1,1,1,0,1
tl*oj,2,2,2,0,2
tl*on,1,1,1,0,1
tl*u,2,2,2,0,2
tl*y,3,3,3,0,3
tl6,27,25,27,0,25
tl6n,0,2,0,0,2
tl@,14,14,14,0,14
tl@j,7,7,7,0,7
tl@m,5,5,5,0,5
tlu,7,7,7,0,7
tly,8,8,8,0,8
tlyj,4,4,4,0,4
tlym,2,2,2,0,2
tlyx,4,4,4,0,4
tm*a,4,5,6,0,9
tm*a7,1,0,0,0,1
tm*al,1,1,0,0,1
tm*as,0,0,0,0,1
tm*u,3,3,3,0,3
tm*y,1,2,2,0,1
tm*y4,1,0,0,0,1
tm3*e,1,1,1,0,1
tm6,32,36,36,0,38
tm@7,0,1,1,0,1
tm@f,0,3,3,0,3
tm@m,0,3,3,0,3
tmu,0,1,1,0,1
tmy,1,4,4,0,4
tn*a,2,30,29,0,31
tn*ad,27,0,0,0,0
tn*o,53,56,53,0,57
tn*oj,7,8,7,0,8
tn*om,2,2,2,0,2
tn*ot,0,0,0,0,1
tn*u,12,14,16,0,14
tn*uT,4,4,4,0,4
tn*uf,1,1,1,0,1
tn*ul,7,7,4,0,7
tn*ut,1,0,0,0,0
tn*y,16,17,16,0,17
tn*ym,1,4,1,0,4
tn*yx,3,3,3,0,3
tn6,343,778,760,0,778
tn@,85,397,339,0,340
tn@S,0,0,0,0,57
tn@ST,9,33,25,0,33
tn@j,40,147,125,0,147
tn@m,7,39,34,0,39
tn@x,0,2,2,0,2
tnu,19,59,43,0,59
tny,65,262,220,0,260
tny7,0,0,0,0,2
tnyj,41,155,134,0,155
tnym,12,91,83,0,91
tnyx,32,160,137,0,160
tp*a,7,7,7,0,7
tp*al,1,1,1,0,1
tp*o,3,3,8,0,3
tp*oL,5,5,0,0,5
tp*ols,1,1,1,0,1
tp*or,2,2,2,0,2
tp*u,9,15,17,0,9
tp*uS,6,0,0,0,6
tp*un,2,2,0,0,2
tp*unkt,2,2,2,0,2
tp6,49,40,49,0,23
tp64,0,0,0,0,17
tp6l,0,9,0,0,9
tp@,127,127,127,0,127
tp@l,0,1,1,0,1
tpL*e,3,3,3,0,3
tpLi,1,1,1,0,1
tpR*a,2,2,2,0,2
tpR*i,5,5,5,0,5
tpRi,143,143,143,0,143
tpl*a,0,1,0,0,1
tpl*y,2,2,2,0,2
tpl*yf,1,1,1,0,1
tpl*yl,1,1,1,0,1
tpl6,1,1,1,0,1
tply,4,4,4,0,4
tpr*a,56,63,63,62,58
tpr*af,5,0,0,0,5
tpr*az,2,0,0,1,0
tpr*o,1,1,1,1,1
tpr*y,6,9,9,9,9
tpr*yg,3,0,0,0,0
tpr6,48,48,48,48,48
tpry,0,1,1,1,0
tprys,0,0,0,0,1
tpu,42,52,52,0,4
tpus,0,0,0,0,48
tpusk,0,9,9,0,9
tr*a,177,332,283,303,492
tr*a2,1,1,1,1,1
tr*a5,9,0,0,0,0
tr*a7,2,2,2,2,2
tr*aL,24,2,0,2,78
tr*aS,0,0,0,0,4
tr*aT,5,5,5,5,5
tr*ad,4,0,0,4,0
tr*af,12,8,8,8,12
tr*ak,7,0,0,20,0
tr*akt,0,8,0,13,8
tr*am,6,6,6,6,7
tr*an,31,31,0,30,19
tr*ans,1,1,1,1,100
tr*anstf,0,0,0,0,1
tr*as,12,0,0,5,2
tr*ast,1,3,1,3,3
tr*at,8,5,5,8,5
tr*av,12,0,0,0,0
tr*avm,1,1,1,1,1
tr*ax,1,1,1,1,1
tr*o,150,213,172,213,403
tr*oL,1,27,1,27,37
tr*oN,1,1,1,1,1
tr*od,0,0,0,1,0
tr*of,10,7,7,7,9
tr*ofs,0,0,0,0,3
tr*oj,11,0,0,9,55
tr*ojs,0,0,0,0,36
tr*ojst,0,0,0,2,0
tr*ojstf,0,0,0,0,2
tr*om,2,2,2,2,4
tr*on,1,0,0,35,0
tr*op,3,2,2,3,2
tr*os,2,0,0,0,2
tr*ost,0,0,0,1,0
tr*ov,4,0,0,0,0
tr*u,62,335,334,175,379
tr*u7,4,0,0,0,4
tr*uL,4,1,1,1,4
tr*ub,2,0,0,2,0
tr*ud,237,0,0,135,0
tr*up,32,9,9,32,9
tr*us,4,1,1,1,4
tr*ut,21,21,21,21,21
tr*y,10,20,20,19,21
tr*y7,2,0,0,1,1
tr*yf,4,0,0,0,4
tr*yv,4,0,0,0,0
tr6,681,516,484,548,1031
tr62,0,0,0,2,2
tr6f,0,0,0,0,6
tr6k,0,0,0,26,0
tr6m,0,30,0,28,30
tr6mp,0,0,0,2,0
tr6n,0,26,0,6,22
tr6ns,0,0,0,10,4
tr6p,0,0,0,2,0
tr6s,0,0,0,2,5
tr6z,0,0,0,4,0
tr@,262,167,188,188,278
tr@7,0,0,0,10,0
tr@S,0,0,0,0,3
tr@ST,3,3,3,3,3
tr@f,99,77,74,77,100
tr@g,0,0,0,2,0
tr@j,9,2,2,3,10
tr@k,7,0,0,13,7
tr@m,96,82,69,79,100
tr@n,0,32,0,28,22
tr@ns,0,0,0,2,9
tr@nz,0,0,0,1,1
tr@s,0,0,0,20,1
tr@sL,4,4,4,4,4
tr@x,16,16,16,16,16
trM*er,0,1,0,0,1
tre,1,1,1,0,0
trej,0,0,0,1,1
tru,212,201,193,190,277
tru5,0,0,0,0,2
trud,0,0,0,5,0
trus,0,0,0,7,0
try,64,36,31,36,64
tryj,7,2,2,2,7
trym,12,0,0,0,12
tryx,5,1,1,1,5
ts*a,6,10,10,0,6
ts*aj,4,0,0,0,4
ts*e,0,0,0,0,3
ts*o,3,12,12,0,5
ts*ol,7,0,0,0,7
ts*os,1,1,1,0,1
ts*ox,2,0,0,0,0
ts*u,6,83,83,0,83
ts*ut,77,0,0,0,0
ts*y,3,4,7,0,4
ts*yl,3,3,0,0,3
ts*yp,1,0,0,0,0
ts6,4163,6167,6167,0,6185
ts6n,0,1,0,0,1
ts@,1,1,1,0,1
tsK*i,17,17,17,0,17
tsK*im,5,5,5,0,5
tsK*ix,12,12,12,0,12
tsKi,1,66,66,0,66
tsKij,1,47,46,0,47
tsKim,0,21,21,0,21
tsKix,2,48,48,0,48
tsL*e,0,2,2,0,0
tsL*ed,2,0,0,0,0
tsL*eds,0,0,0,0,2
tsLi,3,3,3,0,3
tsM*e,0,13,2,0,13
tsM*en,0,2,0,0,2
tsM*er,2,2,0,0,2
tsN*a,2,2,2,0,2
tsN*aT,1,1,1,0,1
tsN*at,1,1,1,0,1
tsN*e,0,1,1,0,1
tsN*e5,1,0,0,0,0
tsSi,2,2,2,0,2
tsT*e,2,2,2,0,2
tsT*i,0,0,1,0,0
tsT*il,1,1,0,0,1
tsV*e,2,2,2,0,2
tsV*et,2,2,2,0,2
tsk*a,30,32,32,0,30
tsk*as,2,0,0,0,2
tsk*o,14,14,14,0,14
tsk*oj,23,23,23,0,23
tsk*ok,2,2,2,0,2
tsk*om,4,4,4,0,4
tsk*u,1,1,1,0,1
tsk6,37,38,38,0,38
tsk@,3,104,103,0,104
tsk@j,2,64,63,0,64
tsk@m,0,25,25,0,25
tsku,0,21,21,0,21
tsl*u,5,5,5,0,5
tsl6,2,2,2,0,1
tsl6s,0,0,0,0,1
tslu,3,3,3,0,3
tsm*o,1,1,1,0,1
tsm6,1,1,1,0,1
tsp*o,1,0,1,0,1
tsp*oR,0,1,0,0,0
tsp*u,0,1,1,0,1
tsp*ud,1,0,0,0,0
tsr*o,1,1,1,0,1
tst*a,133,171,172,0,133
tst*aF,17,2,2,0,17
tst*aT,2,2,2,0,2
tst*af,24,1,1,0,24
tst*al,4,4,4,0,4
tst*an,1,1,0,0,1
tst*oj,1,1,1,0,1
tst*u,0,6,6,0,6
tst*up,6,0,0,0,0
tst6,397,397,397,0,397
tst@,1,1,1,0,1
tstR*e,1,1,1,0,1
tstR*el,1,1,1,0,1
tstR*i,2,2,2,0,2
tstRi,1,1,1,0,1
tstVi,4,273,271,0,273
tstVij,0,7,7,0,7
tstr*a,2,2,2,0,2
tstr*o,4,7,7,0,7
tstr*o4,3,0,0,0,0
tstr6,10,10,10,0,10
tstr@,1,1,1,0,1
tstu,33,35,35,0,35
tstv6,26,90,65,0,90
tstv@,1,45,44,0,45
tstv@m,3,16,13,0,16
tstv@x,1,1,0,0,1
tstvu,1,150,149,0,150
tsu,4,4,4,0,4
tsy,5,5,5,0,5
tt*a,7,9,18,0,7
tt*al,9,9,0,0,9
tt*as,2,0,0,0,2
tt*e,0,2,2,0,2
tt*ed,2,0,0,0,0
tt*o,3,3,4,0,3
tt*or,1,1,0,0,1
tt*u,26,26,26,0,26
tt6,41,89,102,0,89
tt6l,0,12,0,0,12
tt6r,0,1,0,0,1
tteL,0,1,1,0,1
tty,0,1,1,0,1
tu,1280,1167,1046,1097,1660
tu7,0,0,0,0,8
tuP,1,0,0,0,1
tuj,2,2,2,3,3
tuk,1,1,0,0,7
tul,6,6,5,5,6
tum,2,1,1,2,1
tup,17,0,0,4,17
tur,3,20,0,53,59
turk,0,0,0,3,0
tus,12,11,11,12,18
tut,0,0,0,0,3
tv*a,19,24,23,2,103
tv*a5,4,0,0,0,0
tv*aR,1,1,1,1,1
tv*am,0,0,0,0,1
tv*ar,1,1,1,0,1
tv*o,10,29,109,1,104
tv*oL,0,0,0,0,3
tv*oj,15,15,15,14,16
tv*om,0,0,0,0,15
tv*or,100,81,0,74,100
tv*ors,0,0,0,0,1
tv*ot,11,11,11,0,11
tv*u,1,1,1,0,98
tv*uj,0,0,0,0,1
tv*y,1,3,2,0,6
tv*y4,1,0,0,0,1
tv*yk,1,1,1,0,1
tv6,350,263,264,125,1856
tv6r,0,6,0,0,6
tv@,179,35,18,8,357
tv@R,0,2,2,0,2
tv@j,8,8,2,0,10
tv@m,25,2,0,0,230
tv@x,2,2,1,0,45
tvu,126,12,5,0,390
tvuj,7,0,0,0,13
tvy,10,16,8,0,17
tvyj,4,4,0,0,4
tvym,4,4,0,0,4
tvyx,4,4,0,0,4
tx*o,12,14,14,12,14
tx*od,2,0,0,2,0
tx6,3,3,3,3,3
tx@,1,7,7,7,7
tx@ST,0,2,2,2,2
tx@j,0,1,1,1,1
txl*y,3,3,3,0,3
txl@m,0,1,1,0,1
txlyj,0,2,2,0,2
txu,0,1,1,1,1
txv6,1,1,1,0,1
ty,1907,1619,1360,1514,1830
ty7,0,0,0,0,1
tyR,2,0,0,5,7
tyj,215,186,160,165,228
tym,95,88,83,86,100
tys,0,0,0,0,13
tyx,162,146,139,142,171
tzvu,0,2,2,0,2
u,7860,7839,7860,7253,6929
u4,0,0,0,64,10
u7,0,0,0,25,0
uL,0,9,0,6,9
uN,0,1,0,1,1
ud,0,0,0,4,0
ug,0,0,0,8,0
uj,0,0,0,33,33
um,13,17,13,36,17
un,0,2,0,1,1
uns,0,0,0,0,1
upt,0,0,0,3,0
ur,1,6,1,10,11
us,2,2,2,304,858
ut,1,1,1,120,1
uz,0,0,0,9,6
v*a,3121,3704,3731,3420,3615
v*a2,6,0,0,6,6
v*a5,171,0,0,0,0
v*a7,40,39,39,40,39
v*a7s,0,0,0,0,1
v*aL,25,15,10,15,25
v*aN,3,3,0,0,3
v*aR,4,8,4,4,8
v*aT,428,444,428,428,444
v*af,59,7,6,6,7
v*aj,70,40,37,82,82
v*ak,1,1,1,1,1
v*al,383,409,290,384,409
v*am,130,130,130,130,130
v*an,79,52,34,67,52
v*ank,0,0,0,1,0
v*ant,0,1,0,0,1
v*ar,56,33,15,46,57
v*ars,0,0,0,0,4
v*arst,0,0,0,1,0
v*as,81,81,81,81,81
v*at,162,16,15,162,16
v*ax,18,16,16,21,18
v*o,2905,3457,3599,3147,3100
v*o5,23,0,0,0,0
v*o7T,2,2,2,2,2
v*oL,263,99,0,17,173
v*oLs,0,0,0,0,90
v*oLst,0,0,0,75,0
v*oN,1,1,1,1,1
v*oS,6,3,3,6,6
v*od,88,0,0,84,0
v*ods,0,0,0,0,77
v*odst,0,0,0,4,0
v*of,59,5,5,5,7
v*ofk,1,1,1,1,1
v*og,1,0,0,0,0
v*oj,264,260,257,267,268
v*ojn,1,1,1,1,1
v*ojs,0,0,0,0,1
v*ojsk,6,6,6,6,6
v*ok,14,14,14,14,14
v*oks,0,1,0,0,1
v*ol,50,35,1,37,48
v*ol7,0,0,0,2,0
v*ol7s,0,0,0,0,2
v*olk,4,4,4,4,4
v*oln,10,10,10,10,10
v*om,39,39,39,39,39
v*on,22,22,20,22,22
v*op,0,0,0,5,0
v*opr,1,1,1,1,1
v*or,60,59,42,82,60
v*os,15,4,4,4,15
v*osk,1,1,1,1,1
v*ost,1,1,1,2,1
v*ot,325,227,227,336,227
v*otr,1,1,1,1,1
v*otstf,1,1,1,1,1
v*ov,0,0,0,14,0
v*oz,77,0,0,106,75
v*u,118,123,124,125,119
v*u4,1,1,1,1,1
v*u7,5,0,0,0,5
v*uL,0,3,0,0,3
v*uN,0,1,0,0,0
v*ul,1,1,1,1,1
v*ur,1,0,0,1,1
v*us,2,2,2,2,2
v*ut,51,52,51,51,52
v*uts,1,1,1,1,1
v*y,2361,2844,2828,2648,2582
v*y2,5,0,0,0,0
v*y4,76,0,0,77,19
v*y5,3,0,0,0,1
v*y7,4,0,0,39,1
v*yL,0,1,0,0,0
v*yN,1,1,1,1,1
v*yS,2,1,1,1,2
v*yT,3,3,3,3,3
v*yd,20,0,0,0,0
v*yg,4,0,0,0,0
v*yj,47,0,0,47,47
v*yk,27,14,14,26,14
v*ym,46,46,45,45,46
v*yp,1,1,1,7,1
v*yr,21,21,0,0,21
v*ys,198,0,0,3,192
v*yx,142,138,138,138,138
v*yz,71,0,0,0,2
v2*a,8,8,8,0,0
v2*of,4,4,4,0,0
v2*om,3,3,3,0,0
v2*u,1,1,1,0,0
v2*y,7,7,7,0,0
v2@,5,10,10,0,0
v2@f,1,4,4,0,0
v2@m,2,5,5,0,0
v2y,6,9,9,4,4
v3*i,12,12,13,0,0
v3*in,1,1,0,0,0
v3i,14,33,33,0,0
v3ik,0,5,5,0,0
v4*a,3,3,3,0,0
v4*e,1,2,2,0,1
v4*ek,2,2,2,0,0
v4*et,1,0,0,1,0
v4*i,3,3,4,2,2
v4*il,1,1,0,0,0
v4*o,4,4,11,0,0
v4*on,7,7,0,0,0
v4*u,0,3,3,0,0
v4*u7,3,0,0,0,0
v4i,53,77,77,46,50
v4ik,0,1,1,0,0
v4it,0,0,0,4,0
v5*a,0,0,1,0,0
v5*al,1,1,0,1,1
v5i,6,6,6,6,6
v6,10311,10337,10290,9505,9725
v63,0,0,0,2,0
v65,0,0,0,0,68
v67,0,0,0,16,0
v6L,0,15,0,2,21
v6R,0,6,0,0,0
v6S,0,0,0,9,0
v6Z,0,0,0,6,0
v6d,0,0,0,1,0
v6g,0,0,0,6,0
v6j,0,0,0,153,139
v6js,0,0,0,0,14
v6l,0,30,0,79,100
v6m,0,1,0,0,1
v6n,1,23,1,4,21
v6nz,0,0,0,2,2
v6r,0,18,0,12,19
v6s,0,0,0,30,235
v6t,0,0,0,19,0
v6z,0,0,0,607,86
v6zv,0,0,0,10,0
v@,7276,7096,6976,6141,6462
v@4,0,0,0,86,58
v@5,0,0,0,0,7
v@L,3,6,3,6,4
v@Ls,0,0,0,0,3
v@N,1,6,1,2,2
v@R,2,0,0,2,0
v@S,0,0,0,0,72
v@ST,49,46,46,46,46
v@T,809,792,787,787,792
v@Z,0,0,0,0,5
v@f,55,52,42,42,93
v@g,0,0,0,4,0
v@j,395,389,327,357,411
v@k,65,65,65,65,65
v@l,485,605,466,630,636
v@m,263,256,208,210,256
v@n,66,60,53,53,60
v@r,17,29,17,18,23
v@rs,0,0,0,0,6
v@rt,1,1,0,0,1
v@s,1,1,1,63,325
v@t,39,39,39,255,39
v@x,26,24,24,26,24
v@z,0,0,0,228,81
v@zv,0,0,0,114,0
vB*i,2,2,2,2,2
vBi,8,8,8,8,8
vD*i,4,4,4,4,0
vDi,0,7,7,7,0
vFi,1,1,1,0,0
vG*e,34,32,34,34,0
vG*eN,0,2,0,0,0
vG*ik,1,1,1,1,1
vL*a,811,862,881,853,850
vL*aT,82,82,82,92,82
vL*af,9,0,0,0,0
vL*aj,15,3,3,15,15
vL*al,66,66,47,67,66
vL*at,30,0,0,31,0
vL*e,665,666,670,687,666
vL*e4,18,17,17,30,17
vL*eN,3,3,0,0,3
vL*eST,3,3,3,3,3
vL*en,3,3,2,3,3
vL*es,2,2,2,2,2
vL*i,3,4,6,2,4
vL*in,2,2,0,2,0
vL*ins,0,0,0,0,2
vL*ip,0,0,0,1,0
vL*it,1,0,0,1,0
vL*o,0,41,41,2,41
vL*ok,11,3,3,10,3
vL*on,33,0,0,39,0
vL*u,3,3,3,3,3
vL*uS,7,7,7,7,7
vLi,739,739,739,751,739
vLif,2,2,2,2,2
vLij,3,3,3,3,3
vLin,40,40,40,40,40
vLit,0,0,0,41,0
vLu,36,36,36,36,36
vLuS,2,2,2,2,2
vM*a,2,2,2,2,2
vM*e,10,216,216,216,56
vM*eS,104,0,0,0,104
vM*es,102,0,0,0,56
vM*i,4,4,4,4,4
vM*ik,2,2,2,2,2
vMi,66,67,67,44,44
vMis,0,0,0,23,23
vN*a,11,33,34,13,33
vN*aT,3,3,3,3,3
vN*af,4,2,2,2,2
vN*ak,1,1,1,1,1
vN*al,6,6,5,6,6
vN*am,1,1,1,1,1
vN*at,20,0,0,20,0
vN*ax,5,5,5,5,5
vN*e,80,167,167,84,159
vN*e7,77,0,0,77,0
vN*ej,9,1,1,9,9
vN*en,1,0,0,1,0
vN*i,28,39,39,28,38
vN*i2,1,1,1,1,1
vN*i7,3,0,0,3,0
vN*iT,7,7,7,7,7
vN*if,2,2,2,2,2
vN*ik,6,3,3,6,3
vN*il,2,2,2,2,2
vN*im,4,4,4,4,4
vN*in,2,1,1,2,1
vN*is,26,26,26,26,26
vN*it,3,0,0,3,0
vN*iv,1,0,0,1,1
vN*os,7,7,7,7,7
vN*u,2,2,2,2,2
vNi,378,610,604,567,595
vNi2,0,1,1,1,1
vNi7,0,0,0,8,3
vNiN,0,1,0,1,1
vNid,0,0,0,15,0
vNij,6,38,38,38,38
vNik,0,31,31,31,31
vNim,14,29,29,29,29
vNis,0,0,0,19,12
vNiv,0,0,0,1,0
vNix,10,27,27,27,27
vNu,9,21,21,21,21
vR*a,2,2,2,0,2
vR*at,27,27,27,24,27
vR*e,446,474,474,403,461
vR*ed,15,0,0,11,0
vR*ej,15,2,2,0,2
vR*ejs,0,0,0,0,13
vR*et,7,7,7,7,7
vR*i,4,4,4,2,4
vR*iL,1,1,1,1,1
vR*it,1,1,1,0,1
vR*o7,4,4,4,4,4
vRi,364,364,364,124,354
vRi5,0,0,0,0,7
vRid,0,0,0,4,0
vRik,2,2,2,0,2
vRis,0,0,0,0,3
vV*a,2,2,2,2,2
vV*e,2,2,4,2,2
vV*er,2,2,0,2,2
vV*erx,19,19,19,19,19
vV*ol,4,4,4,4,4
vV*os,1,1,1,1,1
vVi,64,59,64,50,50
vVir,0,5,0,6,6
vVis,0,0,0,8,8
vZ*a,69,88,96,76,88
vZ*aT,44,44,44,44,44
vZ*af,14,7,7,7,7
vZ*al,38,38,30,38,38
vZ*at,15,3,3,15,3
vZi,17,17,17,17,17
vb*ok,4,4,4,4,4
vb*u,1,1,1,1,1
vbLi,8,8,8,8,8
vbr*ot,1,1,1,1,1
vd*a,13,13,13,13,2
vd*aL,3,3,3,3,3
vd*aT,4,4,4,4,0
vd*al,2,2,2,2,0
vd*o,7,8,8,8,5
vd*oL,26,26,26,26,26
vd*of,1,1,1,1,1
vd*om,1,1,1,1,0
vd*os,1,0,0,0,1
vd*u,3,3,5,5,3
vd*um,2,2,0,0,2
vd6,33,140,140,136,29
vd6x,0,0,0,4,0
vd@,31,35,35,11,26
vd@j,0,7,7,7,0
vd@x,0,0,0,24,0
vdR*e,2,2,2,2,2
vdVi,1,1,1,1,1
vdr*uk,57,57,57,57,57
vdr*ysk,1,1,1,1,1
vdu,0,19,19,19,0
vdv*o,15,15,15,15,15
vdv6,19,19,19,14,14
vdv6j,0,0,0,5,5
vdy,13,35,35,35,13
ve,3,3,3,3,3
veL,1,1,1,1,1
vg@,0,10,10,10,0
vgL*a,5,5,5,5,5
vgL*e,2,2,2,2,0
vgLi,1,1,1,1,1
vgl*uP,1,1,1,1,1
vgu,1,31,31,30,0
vgus,0,0,0,1,0
vgust,0,3,3,3,0
vj*e,5,11,11,10,6
vj*eZ,1,0,0,0,1
vj*ed,0,0,0,1,0
vj*ef,1,0,0,0,0
vj*est,2,2,2,2,2
vj*ez,4,0,0,0,4
vj@,2,2,2,2,2
vl*a,14,125,125,126,41
vl*a5,20,0,0,0,0
vl*aS,83,0,0,0,83
vl*aST,40,40,40,40,40
vl*as,8,0,0,0,1
vl*at,1,1,1,1,1
vl*o,13,13,13,13,13
vl6,224,224,224,199,199
vl6s,0,0,0,25,25
vl@,7,7,7,7,6
vl@S,0,0,0,0,1
vm6,6,9,9,9,9
vm@,1,2,2,2,2
vm@j,0,1,1,1,1
vmu,1,1,1,1,1
vmy,0,5,5,5,5
